,UNKNOWN,AAK1,ABL1-nonphosphorylated,ABL1-phosphorylated,ABL2,ACVR1,ACVR1B,ACVR2A,ACVR2B,ACVRL1,ADCK3,ADCK4,AKT1,AKT2,AKT3,ALK,AMPK-alpha1,AMPK-alpha2,ANKK1,ARK5,ASK1,ASK2,AURKA,AURKB,AURKC,AXL,BIKE,BLK,BMPR1A,BMPR1B,BMPR2,BMX,BRAF,BRK,BRSK1,BRSK2,BTK,CAMK1,CAMK1D,CAMK1G,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CASK,CDC2L1,CDC2L2,CDC2L5,CDK11,CDK2,CDK3,CDK4-cyclinD1,CDK4-cyclinD3,CDK5,CDK7,CDK8,CDK9,CDKL1,CDKL2,CDKL3,CDKL5,CHEK1,CHEK2,CIT,CLK1,CLK2,CLK3,CLK4,CSF1R,CSK,CSNK1A1,CSNK1A1L,CSNK1D,CSNK1E,CSNK1G1,CSNK1G2,CSNK1G3,CSNK2A1,CSNK2A2,CTK,DAPK1,DAPK2,DAPK3,DCAMKL1,DCAMKL2,DCAMKL3,DDR1,DDR2,DLK,DMPK,DMPK2,DRAK1,DRAK2,DYRK1A,DYRK1B,DYRK2,EGFR,EIF2AK1,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA6,EPHA7,EPHA8,EPHB1,EPHB2,EPHB3,EPHB4,EPHB6,ERBB2,ERBB3,ERBB4,ERK1,ERK2,ERK3,ERK4,ERK5,ERK8,ERN1,FAK,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT4,FRK,FYN,GAK,"GCN2(Kin.Dom.2,S808G)",GRK1,GRK4,GRK7,GSK3A,GSK3B,HCK,HIPK1,HIPK2,HIPK3,HIPK4,HPK1,HUNK,ICK,IGF1R,IKK-alpha,IKK-beta,IKK-epsilon,INSR,INSRR,IRAK1,IRAK3,IRAK4,ITK,JAK1(JH1domain-catalytic),JAK1(JH2domain-pseudokinase),JAK2(JH1domain-catalytic),JAK3(JH1domain-catalytic),JNK1,JNK2,JNK3,KIT,LATS1,LATS2,LCK,LIMK1,LIMK2,LKB1,LOK,LRRK2,LTK,LYN,LZK,MAK,MAP3K1,MAP3K15,MAP3K2,MAP3K3,MAP3K4,MAP4K2,MAP4K3,MAP4K4,MAP4K5,MAPKAPK2,MAPKAPK5,MARK1,MARK2,MARK3,MARK4,MAST1,MEK1,MEK2,MEK3,MEK4,MEK5,MEK6,MELK,MERTK,MET,MINK,MKK7,MKNK1,MKNK2,MLCK,MLK1,MLK2,MLK3,MRCKA,MRCKB,MST1,MST1R,MST2,MST3,MST4,MTOR,MUSK,MYLK,MYLK2,MYLK4,MYO3A,MYO3B,NDR1,NDR2,NEK1,NEK11,NEK2,NEK3,NEK4,NEK5,NEK6,NEK7,NEK9,NIM1,NLK,OSR1,p38-alpha,p38-beta,p38-delta,p38-gamma,PAK1,PAK2,PAK3,PAK4,PAK6,PAK7,PCTK1,PCTK2,PCTK3,PDGFRA,PDGFRB,PDPK1,PFCDPK1(P.falciparum),PFPK5(P.falciparum),PFTAIRE2,PFTK1,PHKG1,PHKG2,PIK3C2B,PIK3C2G,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK4CB,PIM1,PIM2,PIM3,PIP5K1A,PIP5K1C,PIP5K2B,PIP5K2C,PKAC-alpha,PKAC-beta,PKMYT1,PKN1,PKN2,PKNB(M.tuberculosis),PLK1,PLK2,PLK3,PLK4,PRKCD,PRKCE,PRKCH,PRKCI,PRKCQ,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKR,PRKX,PRP4,PYK2,QSK,RAF1,RET,RIOK1,RIOK2,RIOK3,RIPK1,RIPK2,RIPK4,RIPK5,ROCK1,ROCK2,ROS1,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5(Kin.Dom.2-C-terminal),RSK1(Kin.Dom.1-N-terminal),RSK1(Kin.Dom.2-C-terminal),RSK2(Kin.Dom.1-N-terminal),RSK3(Kin.Dom.1-N-terminal),RSK3(Kin.Dom.2-C-terminal),RSK4(Kin.Dom.1-N-terminal),RSK4(Kin.Dom.2-C-terminal),S6K1,SBK1,SgK110,SGK3,SIK,SIK2,SLK,SNARK,SNRK,SRC,SRMS,SRPK1,SRPK2,SRPK3,STK16,STK33,STK35,STK36,STK39,SYK,TAK1,TAOK1,TAOK2,TAOK3,TBK1,TEC,TESK1,TGFBR1,TGFBR2,TIE1,TIE2,TLK1,TLK2,TNIK,TNK1,TNK2,TNNI3K,TRKA,TRKB,TRKC,TRPM6,TSSK1B,TTK,TXK,TYK2(JH1domain-catalytic),TYK2(JH2domain-pseudokinase),TYRO3,ULK1,ULK2,ULK3,VEGFR2,VRK2,WEE1,WEE2,YANK1,YANK2,YANK3,YES,YSK1,YSK4,ZAK,ZAP70
Foretinib (GSK1363089),-39.13043478,0,98.89,89.93,94.88,0,0,0,0,0,0,0,0,0,0,87.87,40.65,29.41,25,0,0,0,53.19,92.08,97.66,99.98,0,98.93,0,0,0,71.43,12.5,99.15,0,0,86.81,7.81,8.62,0,0,0,0,0,0,47.62,10.2,0,43.86,51.02,70.42,85.18,0,0,0,0,0,99.27,79.37,23.81,0,67.57,10.2,15.63,0,89.77,13.51,47.62,0,0,37.04,99.64,80.65,0,0,0,9.8,0,0,0,0,15.15,0,0,0,13.89,0,0,0,99.96,99.29,95.79,0,73.53,0,0,0,0,20,53.19,33.78,98.78,99.29,99.8,99.62,98.7,99.78,99.5,99.64,97.66,99.23,85.47,97.66,99.74,46.3,25,45.05,0,0,0,0,0,87.26,0,73.53,93.11,81.97,42.02,38.46,35.46,0,92.59,99.25,99.82,99.7,99.25,85.03,0,0,0,0,0,0,0,97.09,54.35,69.44,92.08,99.9,91.91,8.47,0,53.76,7.81,0,26.32,70.42,90.42,0,57.47,0,87.87,0,0,25,0,8.06,42.74,11.36,99.5,0,0,98.81,42.37,22.73,0,99.89,0,81.97,98.21,96.9,21.74,0,0,20.83,9.43,20.83,20,81.97,72.46,99.21,0,0,0,0,0,0,0,97.66,97.47,0,0,99.5,0,62.5,99.95,99.72,16.13,0,87.41,99.27,14.29,33.33,48.54,59.52,43.1,60.24,31.25,99.4,0,0,0,0,97.47,0,17.86,0,15.15,42.02,0,0,0,0,0,0,0,0,0,0,51.55,0,74.63,0,60.98,39.68,90.25,56.18,0,0,10.87,0,0,0,35.97,74.63,66.67,99.11,99.81,0,68.49,0,93.98,94.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.7,0,0,0,0,0,0,0,0,0,99.3,0,0,0,0,0,0,0,6.25,0,0,0,0,0,97.28,0,10.2,99.85,0,0,0,37.04,95.97,35.71,49.5,0,21.74,97.28,0,0,0,0,0,0,0,8.93,0,0,0,29.41,0,0,0,75.76,43.86,99.4,0,0,96.15,96.53,0,0,0,0,83.61,68.49,73.53,0,64.1,48.08,11.9,6.76,0,38.46,61.73,65.79,0,0,99.84,99.38,0,0,70.42,95.97,71.43,79.37,99.05,99.19,99.32,0,0,53.76,48.54,9.09,0,99.6,0,0,52.63,97.66,0,0,0,0,0,0,91.24,8.06,98.91,91.74,0
GDC-0879,-4.782608696,0,0,0,0,0,17.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,0,0,99.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,26.32,79.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,0,16.67,0,0,0,0,0,0,0,27.78,0,0,0,0,0,0,0,0,0,0,0,0,17.86,0,0,0,0,0,0,0,0,0,0,0,0,8.93,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.7,0,0,29.41,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26,0,0,0,0,0,17.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.46,0,0
GDC-0941,12.17391304,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62,0,6.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,45.45,0,25,0,0,0,0,29.41,29.41,0,0,0,0,17.24,0,11.11,0,21.74,0,0,0,0,0,0,0,0,0,0,0,11.63,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,0,0,0,15.63,0,0,0,0,0,0,0,31.25,49.02,45.45,9.09,0,0,5.1,0,0,0,0,0,0,0,22.73,0,0,0,53.76,0,0,25,21.74,47.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.43,0,0,0,39.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,9.8,0,0,0,0,0,0,0,0,0,79.37,62.5,99.78,96.9,99.01,91.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42,0,0,21.74,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0
Gefitinib,22.17391304,0,18.52,51.02,23.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,0,29.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,0,0,0,0,0,0,0,38.46,27.78,0,0,0,0,0,0,0,0,13.51,53.76,0,0,0,0,0,0,0,0,8.06,0,0,14.71,0,0,0,6.76,0,20,11.63,0,0,0,99.8,0,11.11,0,8.33,0,25,45.87,0,21.74,27.78,0,0,16.67,13.51,12.5,38.76,54.95,0,0,23.81,13.89,0,0,0,0,0,0,0,0,0,0,16.13,0,13.89,0,20,0,97.47,0,0,0,0,0,0,10.2,0,0,0,61.73,0,0,0,0,0,0,0,0,0,87.87,25,48.08,0,0,0,0,0,0,22.73,13.51,0,0,0,44.25,0,0,0,51.55,0,8.33,33.56,0,0,0,0,13.16,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45,0,0,0,0,21.74,0,63.29,29.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,15.63,0,0,0,0,0,0,0,0,0,7.94,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.54,0,0,0,0,0,0,29.41,0,0,0,0,0,0,0,0,0,0,47.17,0,0,0,19.23,35.21,9.8,0,11.63,0,0,0,0,0,0,0,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.57,0,0
GSK1838705A,32.17391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.89,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.1,0,95.97,96.9,0,89.29,0,0,0,0,12.5,39.06,0,0,0,15.15,0,0,44.64,31.25,29.41,10.87,0,0,0,0,0,0,0,0,0,29.41,34.01,0,10.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24,0,0,0,0,0,0,0,71.43,98.17,90.58,0,0,0,0,0,0,0,0,0,0,64.94,0,37.59,0,48.08,0,0,0,27.78,29.41,12.82,29.41,0,0,0,98.62,0,0,0,99.66,98.31,5.56,0,0,0,0,0,8.62,9.62,70.42,49.02,79.37,0,0,0,0,0,0,0,0,40.65,99.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,35.46,0,0,0,15.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.41,0,0,0,0,0,0,0,0,43.48,0,54.95,0,0,0,0,0,86.81,0,0,0,0,20,0,0,0,0,10.42,0,0,97.09,0,0,0,0,54.95,0,74.63,14.71,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,87.72,0,0,0,0,9.62,13.16,0,26.32,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,51.55,86.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.46,0,0
GSK461364,4.347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46,0,0,0,0,0,0,0,51.55,0,0,0,0,0,0,0,0,5.68,0,0,0,0,33.33,14.71,44.64,27.78,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,33.56,0,26.32,14.71,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.64,0,0,0,0,10.87,0,15.15,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.87,0,0,0,0,0,25,0,0,0,0,13.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,0,65.79,0,0,31.25,0,0,31.25,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.71,0,0,0,0,0,0,0,15.15,0,0,20,13.89,20.83,0,66.67,0,31.25,39.37,6.94,10,0,0,0,0,0,44.64,0,99.98,50,40.32,0,14.29,0,0,7.94,0,0,0,20.83,0,0,0,0,0,0,0,0,0,12.82,0,17.86,0,0,0,0,9.26,0,0,0,40.32,0,0,0,0,72.46,29.41,0,58.82,0,0,0,0,0,0,0,31.25,95.6,0,0,0,0,0,6.17,0,0,0,0,0,0,0,0,0,26.32,0,0,0,0,0,26.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.32,0,0,0,0,0,0,0,0,0,0,15.15,0,0
GSK690693,23.91304348,0,0,0,0,0,0,0,0,0,0,0,99.56,99.58,99.4,0,0,0,0,54.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,57.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62,71.43,0,40.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,47.17,17.24,0,81.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,0,56.82,8.77,83.33,0,49.5,56.18,71.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.13,0,0,0,0,0,0,0,0,0,0,0,0,59.52,36.23,0,0,0,0,0,0,0,0,40.98,0,0,0,0,0,0,0,0,0,35.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82,0,0,0,0,0,47.62,64.94,0,96.53,95.97,98.25,0,0,0,0,11.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.72,42.37,40,0,25,0,0,96.34,97.47,0,93.63,13.89,99.36,0,0,0,0,90.25,98.95,99.52,66.67,96.9,12.5,0,33.56,70.42,99.38,20,98.58,0,0,0,0,0,0,0,0,0,0,0,0,64.1,71.43,0,0,90.74,0,75.76,0,0,0,0,0,0,0,0,0,0,20.83,0,6.76,0,85.32,0,0,0,0,0,0,0,0,0,16.13,0,0,0,44.64,26.32,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81,17.86,0,0,0,0,0,0,0,0,0,0,93.81,0,0
cFMS Receptor Tyrosine Kinase Inhibitor (GW2580),-18.69565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.25,93.28,80.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imatinib,-4.782608696,0,99.78,95.97,98.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,19.23,97.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.86,97.09,0,0,0,8.62,0,0,0,0,0,0,0,0,0,0,0,0,0,26.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24,0,0,0,25,13.89,33.33,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0,0,0,0,0,0,0,29.41,0,0,0,0,0,0,0,9.09,0,13.89,97.47,0,0,92.59,0,0,0,0,0,0,35.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,97.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.82,0,0,0,0,0,0,0,0,0,6.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42,0,0,0,0,0,0,0,0,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,0
JNJ-28312141,26.52173913,49.02,42.74,56.18,8.62,56.18,98.04,0,0,20.83,0,0,0,0,0,37.31,71.43,99.19,26.32,17.86,0,5.88,0,14.71,14.29,98.95,78.13,97.85,0,57.47,61.73,39.06,0,0,0,0,86.66,0,7.04,7.46,0,0,0,0,0,15.15,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,98.06,0,0,35.71,34.72,0,27.78,99.36,0,0,0,0,0,0,0,0,0,7.46,0,9.09,12.82,9.62,5.68,0,0,98.15,83.33,60.24,0,0,64.94,6.25,0,0,0,0,0,6.85,7.58,23.81,6.1,8.33,10.2,6.94,0,25,13.16,0,15.63,31.25,0,0,0,0,0,0,0,0,0,8.06,11.9,80.65,31.25,12.5,12.2,31.25,0,69.44,90.42,96.71,41.67,8.33,59.52,36.5,86.06,22.73,18.52,37.88,56.82,40.98,11.9,0,12.2,11.11,0,57.47,0,0,31.25,0,0,27.78,60.24,29.41,69.44,0,36.76,50.51,71.43,78.13,98.06,96.53,37.59,26.32,67.57,99.29,13.16,19.23,73.53,0,0,0,22.73,72.46,0,23.81,70.42,0,0,16.67,85.32,69.44,6.94,88.5,70.42,78.13,58.14,0,0,10.64,17.86,7.46,8.62,0,71.43,54.35,58.14,12.82,83.47,13.51,31.25,85.32,42.74,86.06,0,0,0,92.25,0,0,0,0,0,91.24,0,75.76,19.23,29.41,0,8.2,45.87,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.47,25,8.2,54.95,0,0,0,94.88,94.7,11.36,0,0,0,0,45.87,22.73,0,0,0,0,0,0,0,17.86,44.64,22.73,45.87,0,11.9,0,0,0,0,17.24,9.62,74.63,0,0,0,94.16,0,0,0,0,0,54.35,60.98,51.02,0,0,0,0,5.43,39.68,0,0,98.19,17.86,0,20,67.57,0,0,40.32,0,0,10,13.51,0,0,0,19.23,0,53.19,27.78,0,14.29,0,0,13.89,31.25,0,14.29,55.56,40.98,79.37,0,17.24,0,22.73,18.52,7.69,96.53,39.06,13.51,0,0,5.26,98.58,22.73,0,18.52,51.55,20,0,31.25,20,0,0,0,0,76.92,18.52,36.5,0,89.93,80.65,88.03,0,13.51,93.63,31.25,98.85,51.55,0,20.83,52.63,35.71,52.08,0,0,0,0,0,0,53.76,13.89,92.76,0,0
Ki-20227,28.26086957,0,84.03,60.98,34.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.86,75.76,76.92,78.13,0,80.65,0,18.52,0,0,0,87.72,0,0,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.83,16.67,0,0,0,49.02,0,0,0,0,0,0,0,0,0,0,0,0,97.66,85.03,0,0,0,0,0,0,0,0,0,0,16.13,0,0,0,0,0,0,11.36,0,0,0,0,99.01,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,79.37,67.57,56.18,61.73,6.58,25,0,0,0,0,0,0,53.19,0,0,0,8.93,0,0,0,0,0,0,0,0,0,0,17.86,0,0,0,0,0,0,0,0,0,99.86,0,0,65.79,0,50,0,95.79,0,0,41.32,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,22.73,15.15,0,0,98.54,0,0,52.08,36.5,16.13,0,0,0,0,0,0,0,0,0,6.1,13.51,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,99.94,0,21.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,63.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.29,0,0,17.86,55.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,60.98,0,0,0,0,17.86,0,66.67,0,0,0,0,0,0,0,0,0,0,20,0,0,0,96.53,0,0,0,0,0,0,13.89,0,17.24,13.16,0
